date,price,market_cap,volume,returns,log_returns,symbol
2024-10-01 00:00:00,4.43224587084255,6288362193.926936,216458848.11186978,,,DOT
2024-10-02 00:00:00,4.1579974312564305,5901985164.315201,366033863.09853774,-0.06187572792165208,-0.0638728525271856,DOT
2024-10-03 00:00:00,4.1012263310713,5823223546.476607,224444346.1165889,-0.013653471682876006,-0.013747537525605093,DOT
2024-10-04 00:00:00,4.118989993284396,5846574740.483174,216133667.02501205,0.004331305024186882,0.00432195192028556,DOT
2024-10-05 00:00:00,4.197115007193615,5961994750.370411,156497698.2830025,0.01896703173268044,0.018789400167328385,DOT
2024-10-06 00:00:00,4.137970295953173,5881471006.271443,110589174.9449693,-0.014091753773501803,-0.014191985274950096,DOT
2024-10-07 00:00:00,4.185860598630818,5950729320.934547,100631199.951144,0.011573380003350842,0.011506920721833843,DOT
2024-10-08 00:00:00,4.136654457855629,5899169457.285362,189494779.4474912,-0.011755322380129885,-0.011824962481499212,DOT
2024-10-09 00:00:00,4.09699617427888,5831240275.164508,158547036.06278628,-0.009587042858133055,-0.009633294401249812,DOT
2024-10-10 00:00:00,4.02275079579348,5725703769.770611,147579337.25832778,-0.01812190573950634,-0.018288118597974603,DOT
2024-10-11 00:00:00,4.061715013743869,5780152440.571236,137373956.83048812,0.009685963642374507,0.009639355418561498,DOT
2024-10-12 00:00:00,4.169261976123401,5935620054.043801,131693730.115749,0.026478214748109963,0.02613373440518454,DOT
2024-10-13 00:00:00,4.206835217524158,5990271006.752134,125643376.05208889,0.009011964615303958,0.008971599195423289,DOT
2024-10-14 00:00:00,4.154630463087601,5917066546.979775,109120378.30271783,-0.012409507797949915,-0.012487148732373068,DOT
2024-10-15 00:00:00,4.366399341789245,6227423708.021085,191989240.04980278,0.05097177247967877,0.04971523376028296,DOT
2024-10-16 00:00:00,4.399926578481408,6275335003.278611,254954986.89595345,0.007678463206808761,0.007649133848787394,DOT
2024-10-17 00:00:00,4.317517707517408,6146468253.686005,167543236.59508747,-0.01872960139085844,-0.018907221710112637,DOT
2024-10-18 00:00:00,4.18824154887187,5971731035.475722,136341688.42203593,-0.02994224167753834,-0.030399664595089974,DOT
2024-10-19 00:00:00,4.3048882953354735,6142928669.155428,145556810.97772735,0.02785100742220159,0.02747022211476543,DOT
2024-10-20 00:00:00,4.436088700352745,6328210175.331673,159998356.9001006,0.030477075365563655,0.03002187497338172,DOT
2024-10-21 00:00:00,4.564522193041987,6512071314.912645,160720210.5376804,0.02895196678078804,0.028540776249064648,DOT
2024-10-22 00:00:00,4.378025859430464,6246861934.581365,174205962.33980542,-0.04085779972672987,-0.04171593534833155,DOT
2024-10-23 00:00:00,4.320743598373926,6170396046.744133,160827160.5408277,-0.013084038992860036,-0.013170389063195018,DOT
2024-10-24 00:00:00,4.209558862218669,6011526029.540705,161908785.99479997,-0.025732778079472274,-0.02606965781354922,DOT
2024-10-25 00:00:00,4.205389404947038,6005060043.145219,148814449.64814654,-0.0009904736833715733,-0.000990964526568578,DOT
2024-10-26 00:00:00,3.979747318494116,5685366123.703128,229091387.8945665,-0.05365545606489763,-0.0551485648912236,DOT
2024-10-27 00:00:00,4.030326784193172,5763209435.433616,158709375.96344784,0.012709215347419311,0.012629131094910151,DOT
2024-10-28 00:00:00,4.122145657846001,5893928074.217013,127142949.04646264,0.02278199227242328,0.02252635797605275,DOT
2024-10-29 00:00:00,4.127607318684841,5903891898.662482,194132657.94198686,0.0013249558099541758,0.001324078830558837,DOT
2024-10-30 00:00:00,4.192150025951257,5986963997.058282,222742356.0193516,0.015636833226417624,0.015515837644871251,DOT
2024-10-31 00:00:00,4.190238137561551,6000564888.864226,182686754.01072106,-0.0004560639237313202,-0.0004561679525129701,DOT
2024-11-01 00:00:00,3.9554226343475727,5668382145.024319,222237711.5981779,-0.05603870126355781,-0.05767011077826698,DOT
2024-11-02 00:00:00,3.9056960987616383,5593672353.77572,209722623.1964392,-0.012571737632819713,-0.01265143054980831,DOT
2024-11-03 00:00:00,3.9000185582395113,5585348280.061481,131230367.87879281,-0.0014536565002912782,-0.0014547140839348417,DOT
2024-11-04 00:00:00,3.79168524001627,5438835979.268123,216215151.77498662,-0.027777641722849467,-0.028170737024494137,DOT
2024-11-05 00:00:00,3.746542182184928,5367646218.51113,148688397.16413066,-0.011905803085898725,-0.011977244772758727,DOT
2024-11-06 00:00:00,3.8518158139464282,5523864982.22601,161319368.16203183,0.028098878016663997,0.027711347248620972,DOT
2024-11-07 00:00:00,4.117509650834854,5907704345.107553,382727348.78272456,0.06897885301950746,0.06670384982620069,DOT
2024-11-08 00:00:00,4.162415776758603,5969119557.929986,280608815.34866387,0.010906137382008296,0.010847094365309536,DOT
2024-11-09 00:00:00,4.33308358626866,6219936247.387929,426495541.97726333,0.04100210518684899,0.040183811904417194,DOT
2024-11-10 00:00:00,4.6156770927408814,6638693302.809183,316886003.2283409,0.06521764485867476,0.06317913965209591,DOT
2024-11-11 00:00:00,5.227515532161541,7485402310.754487,1382060009.7774332,0.13255659508393758,0.12447755071046493,DOT
2024-11-12 00:00:00,5.717173954207211,8218773322.764195,893227242.6286404,0.09366943417635332,0.0895384957950229,DOT
2024-11-13 00:00:00,5.359274248369841,7689160825.7577505,1160372989.600832,-0.062600807445083,-0.0646460548605366,DOT
2024-11-14 00:00:00,5.087419736545952,7321098069.287153,845861301.3546714,-0.05072599371203679,-0.05205779044761601,DOT
2024-11-15 00:00:00,4.767081845839398,6834306611.2133255,551454928.6385021,-0.06296667216297824,-0.06503642871348807,DOT
