date,price,market_cap,volume,returns,log_returns,symbol
2024-10-01 00:00:00,0.37265657826365545,13296054897.130487,349391516.60278124,,,ADA
2024-10-02 00:00:00,0.35241561406062927,12588413193.12854,541081251.7659637,-0.054315327794121626,-0.0558460929741405,ADA
2024-10-03 00:00:00,0.34377113266904974,12270974712.818731,426784763.95760715,-0.024529223583414583,-0.02483507691093087,ADA
2024-10-04 00:00:00,0.3447757449502893,12302322132.114895,375066204.5116609,0.002922328798929952,0.0029180670968364675,ADA
2024-10-05 00:00:00,0.35169217146819426,12543974932.79398,278288167.05127186,0.020060652813330027,0.01986208907077377,ADA
2024-10-06 00:00:00,0.35085767943930835,12520996098.190609,186601576.18567607,-0.0023727910274550235,-0.0023756105570710844,ADA
2024-10-07 00:00:00,0.35722039594548466,12764428581.999443,192363432.23444387,0.01813475058133074,0.01797227732655105,ADA
2024-10-08 00:00:00,0.35134274283380784,12564701546.296803,325165438.4848151,-0.01645385643817998,-0.016590724549689392,ADA
2024-10-09 00:00:00,0.3446503186237537,12312847623.786222,279076786.92096597,-0.019048135607058092,-0.01923188851774566,ADA
2024-10-10 00:00:00,0.3397857069963388,12131196678.289976,293734918.3103856,-0.014114629711761584,-0.014215188452066818,ADA
2024-10-11 00:00:00,0.33856687446150163,12077698174.047966,242902644.31599545,-0.003587062403570429,-0.0035935113383537454,ADA
2024-10-12 00:00:00,0.3511153738504752,12540753800.073837,241728188.27564937,0.03706357690465811,0.03639323585861085,ADA
2024-10-13 00:00:00,0.35324078265088743,12611074103.193417,190575001.33778286,0.006053306003391823,0.006035058348671181,ADA
2024-10-14 00:00:00,0.3478700854188225,12419109021.91589,228691731.28123942,-0.015204068997245135,-0.015320835921043684,ADA
2024-10-15 00:00:00,0.36343770186385754,12983133494.08745,371044074.39071107,0.04475123644590551,0.043778805830141224,ADA
2024-10-16 00:00:00,0.3580945584980384,12791403176.443624,507364293.6551608,-0.014701676073828662,-0.014810816734855271,ADA
2024-10-17 00:00:00,0.35256480435377513,12594795004.129683,332305648.9161826,-0.015442161890023676,-0.015562633913535245,ADA
2024-10-18 00:00:00,0.34317221165027856,12254765327.146393,351907156.1227408,-0.02664075536613042,-0.02700205154307607,ADA
2024-10-19 00:00:00,0.3507284212527294,12530428878.499825,268208657.9185624,0.02201871056550253,0.021779799407960862,ADA
2024-10-20 00:00:00,0.3516050685811563,12560622562.93806,220371774.74586606,0.002499504674573272,0.0024963861082639115,ADA
2024-10-21 00:00:00,0.3646357419916626,13015846452.115461,248872926.31750047,0.037060539152889316,0.03639030666865035,ADA
2024-10-22 00:00:00,0.36108324317619894,12901296472.62284,369418680.26695573,-0.009742596258007219,-0.009790365868835726,ADA
2024-10-23 00:00:00,0.36386104768754113,13003514917.235018,377482287.85597116,0.007692975411729863,0.007663535367676935,ADA
2024-10-24 00:00:00,0.3500239674614593,12501496240.084642,375412261.155899,-0.03802847354511041,-0.03877042703420883,ADA
2024-10-25 00:00:00,0.3464665242376237,12369397579.764545,366345461.99209297,-0.01016342752079491,-0.010215427784257575,ADA
2024-10-26 00:00:00,0.32397272855370024,11546253244.993061,545468841.6908028,-0.06492343158814418,-0.06712686169678515,ADA
2024-10-27 00:00:00,0.3330659842420291,11904688906.03608,318987630.27263165,0.028067966488795282,0.027681280108929805,ADA
2024-10-28 00:00:00,0.3395498778354121,12135503702.908104,206151897.35599738,0.019467294470609575,0.019280230547823678,ADA
2024-10-29 00:00:00,0.3437722573994608,12303351364.924597,340339901.5348519,0.012435226279467138,0.01235854390715993,ADA
2024-10-30 00:00:00,0.35583784576503735,12711428884.851593,399625481.43826395,0.03509762089835067,0.034495741978059734,ADA
2024-10-31 00:00:00,0.35494243479619253,12693763136.654657,378785879.7797121,-0.0025163455194591178,-0.0025195168380517546,ADA
2024-11-01 00:00:00,0.34160209824236715,12215759175.79545,343987966.406424,-0.037584507362399155,-0.03830901653186892,ADA
2024-11-02 00:00:00,0.3570443323953907,12755324056.009933,471854642.81477237,0.045205325823459264,0.044213350157900955,ADA
2024-11-03 00:00:00,0.34761902771436987,12424329802.817984,309349316.6693163,-0.026398135541844225,-0.026752822296113653,ADA
2024-11-04 00:00:00,0.3345206264479513,11967648988.334745,360925330.5066394,-0.03768033456782238,-0.0384085909643311,ADA
2024-11-05 00:00:00,0.32579471071394894,11647024842.885141,345035678.68431234,-0.02608483616289059,-0.02643107991635068,ADA
2024-11-06 00:00:00,0.3333004385484233,11924108418.176392,320831265.94092965,0.023038212677014336,0.02277683981733168,ADA
2024-11-07 00:00:00,0.3630158448380859,12981104807.626707,749375355.5058366,0.08915501707431872,0.08540218191425145,ADA
2024-11-08 00:00:00,0.4037781986603935,14391246812.635403,813637353.0596781,0.11228808439611937,0.10641923097743558,ADA
2024-11-09 00:00:00,0.44389542340282534,15879786762.745052,1910279431.328009,0.09935460823671982,0.09472328783211796,ADA
2024-11-10 00:00:00,0.4873424195485118,17405034989.691643,897587308.9383248,0.09787664809118635,0.09337799441870978,ADA
2024-11-11 00:00:00,0.588734921251616,21024854839.87751,6527580317.057181,0.20805186997068126,0.18900903730823423,ADA
2024-11-12 00:00:00,0.6145826096845928,21992679939.444138,3280194971.0969224,0.04390377995248884,0.04296732041654452,ADA
2024-11-13 00:00:00,0.5761116796720354,20611561493.029778,3181386248.1459627,-0.06259684118348374,-0.06464182373548347,ADA
2024-11-14 00:00:00,0.5789579396018733,20707050864.589024,2644830608.2299004,0.004940465590731025,0.004928301538208447,ADA
