,date,price,market_cap,volume,returns,log_returns,symbol
ETH,2024-12-07 00:00:00,4013.726145388712,483422504163.839,55954471926.67034,0.0571147663550422,0.055543278434907195,ETH
ETH,2024-12-08 00:00:00,4000.992076502189,481889176555.6843,21959792763.543846,-0.00317263022569525,-0.0031776736871536714,ETH
ETH,2024-12-09 00:00:00,4015.7820212328807,483642898147.5037,20728146237.12733,0.003696569362771962,0.00368975384111364,ETH
ETH,2024-12-10 00:00:00,3713.3138979971745,446571271919.9886,59141397866.09827,-0.07531985591758927,-0.07830739145009986,ETH
ETH,2024-12-11 00:00:00,3626.5886417774996,436749626813.98615,63643513993.15369,-0.02335521816953079,-0.023632273572303047,ETH
ETH,2024-12-12 00:00:00,3828.1075883404096,461075934206.2153,38471623681.40909,0.05556708148298273,0.0540781405103285,ETH
ETH,2024-12-13 00:00:00,3878.850012073054,466883095805.38696,47474608675.336655,0.013255224039991687,0.013168142239604216,ETH
ETH,2024-12-14 00:00:00,3907.4296595053356,470469907671.53613,36218321642.49857,0.007368072326418007,0.007341060682860705,ETH
ETH,2024-12-15 00:00:00,3866.9958020348054,465713274663.6432,28647722345.409325,-0.010347942507978214,-0.01040185470778114,ETH
ETH,2024-12-16 00:00:00,3961.3154661802305,477323245356.1555,24816850994.80954,0.024390940402830186,0.024098231495877875,ETH
ETH,2024-12-17 00:00:00,3992.857195846062,480940541314.61334,50679799770.94302,0.007962438219101475,0.007930905283342704,ETH
ETH,2024-12-18 00:00:00,3879.4062240100893,467508439297.98755,32823036037.584606,-0.02841348094141727,-0.028824956941544595,ETH
ETH,2024-12-19 00:00:00,3628.2624780444953,436893612673.4018,50734709374.83128,-0.0647376767122857,-0.0669282293769488,ETH
ETH,2024-12-20 00:00:00,3434.6754695380805,413858693686.69867,64452959600.863884,-0.05335529325065569,-0.05483143385981486,ETH
ETH,2024-12-21 00:00:00,3468.658920056454,417562064054.3703,72936574193.4554,0.009894224598443246,0.00984559724844235,ETH
ETH,2024-12-22 00:00:00,3337.5972231166807,401314595520.45166,32479699770.041058,-0.03778454439032597,-0.03851688706292246,ETH
ETH,2024-12-23 00:00:00,3275.8894274015142,394984656581.5222,25811397925.979923,-0.018488688595427072,-0.01866174072217385,ETH
ETH,2024-12-24 00:00:00,3414.6414419807993,411423031050.5532,35528067791.09896,0.042355524401611166,0.04148307938104464,ETH
ETH,2024-12-25 00:00:00,3497.555287927574,420708095541.6798,24085249644.32143,0.02428186014713085,0.0239917427918026,ETH
ETH,2024-12-26 00:00:00,3494.5109273631047,421029544401.6013,17503804977.00058,-0.0008704252867646201,-0.0008708043268212013,ETH
ETH,2024-12-27 00:00:00,3327.7897761683494,401038436756.22626,21239977785.94795,-0.04770943764670388,-0.048885078202665425,ETH
ETH,2024-12-28 00:00:00,3328.6111553091764,400705550098.4306,24582312087.174118,0.0002468242275126542,0.0002467937714244412,ETH
ETH,2024-12-29 00:00:00,3397.8341205085153,409451576910.996,13861298668.649797,0.020796350780993844,0.020583058740119477,ETH
ETH,2024-12-30 00:00:00,3357.330742971463,404459649875.75726,11315432322.371536,-0.011920351641824811,-0.011991968736403074,ETH
ETH,2024-12-31 00:00:00,3359.513941757392,404631151447.3196,27664137021.813133,0.0006502781385180345,0.000650066799303868,ETH
ETH,2025-01-01 00:00:00,3336.6175137659498,401972899891.29846,21466394178.61746,-0.006815399009615253,-0.006838729908126511,ETH
ETH,2025-01-02 00:00:00,3348.967247123586,403374380145.697,13440599794.35101,0.0037012733124741626,0.0036944404553982705,ETH
ETH,2025-01-03 00:00:00,3448.140436960939,415300548992.1061,22683249623.05199,0.029613066512529373,0.02918306808223655,ETH
ETH,2025-01-04 00:00:00,3604.2913795931763,434290507752.4077,22019312215.306797,0.04528555187556771,0.04429010347264025,ETH
ETH,2025-01-05 00:00:00,3660.37804173532,441117087325.0027,15951962220.78043,0.015561078790603755,0.015441246749123661,ETH
ETH,2025-01-06 00:00:00,3635.8549961807084,438092711283.22925,12542101206.558632,-0.006699593669015069,-0.006722136689144681,ETH
ETH,2025-01-07 00:00:00,3687.1447140588307,444015369643.70074,24440100572.59286,0.014106645598352952,0.01400807281259902,ETH
ETH,2025-01-08 00:00:00,3380.0211263090155,406968109533.227,32832589510.813023,-0.08329577805253319,-0.08697040843161608,ETH
ETH,2025-01-09 00:00:00,3325.1300293537356,400602495132.5278,35080974963.72023,-0.01623986800793198,-0.016373179946949097,ETH
ETH,2025-01-10 00:00:00,3219.09284475812,388324291231.471,30096896683.041233,-0.03188963549080359,-0.03240918528181577,ETH
ETH,2025-01-11 00:00:00,3269.1759954060667,394101246876.45374,26722437003.95787,0.015558156618409091,0.015438369348187543,ETH
ETH,2025-01-12 00:00:00,3283.591322828503,395839071861.3172,11047744222.743227,0.0044094681481490205,0.004399774927659624,ETH
ETH,2025-01-13 00:00:00,3264.070968533687,393199349088.32996,9699706283.258541,-0.0059448184550570105,-0.0059625592337037864,ETH
ETH,2025-01-14 00:00:00,3134.5520394596483,377643507549.0125,41743898872.017,-0.03968018168802934,-0.04048890592545145,ETH
ETH,2025-01-15 00:00:00,3224.8006483414138,388487746270.3852,22365842880.809456,0.028791549078037715,0.02838486011876077,ETH
ETH,2025-01-16 00:00:00,3447.0340476747956,415058425772.0614,23773995063.828526,0.06891384106105325,0.06664303109694056,ETH
ETH,2025-01-17 00:00:00,3309.4466139900196,398587196539.9218,25012556602.905136,-0.03991473010763724,-0.04073317566022232,ETH
ETH,2025-01-18 00:00:00,3477.284285084809,419024911827.7939,27778832363.7708,0.050714723840925346,0.04947062197780718,ETH
ETH,2025-01-19 00:00:00,3309.0995676199964,398761138447.4049,32195594202.134895,-0.04836668609069761,-0.04957549285452807,ETH
ETH,2025-01-20 00:00:00,3208.1365439891497,388676714260.872,59678736709.7496,-0.030510724010478274,-0.030985865743257172,ETH
ETH,2025-01-21 00:00:00,3263.069869880814,393073139255.5516,49563768850.78339,0.017123125882714918,0.016978177469599683,ETH
ETH,2025-01-22 00:00:00,3326.0285404709143,400135429379.4123,33762939512.697853,0.01929430661942888,0.019110531597732267,ETH
ETH,2025-01-23 00:00:00,3237.2996671291435,390083338462.87006,21782301388.383984,-0.026677123260406055,-0.02703941552138621,ETH
ETH,2025-01-24 00:00:00,3332.580893146162,401547418905.6495,33863218042.431107,0.029432315761337646,0.029007500556418927,ETH
ETH,2025-01-25 00:00:00,3311.8499838687,398942774193.46027,25895320216.868122,-0.006220676989446172,-0.006240106016927253,ETH
ETH,2025-01-26 00:00:00,3320.1314101789453,400427749273.5654,12706329663.414034,0.0025005439106791094,0.0024974227527333926,ETH
ETH,2025-01-27 00:00:00,3232.2767744705584,390058879989.8578,13000445022.22209,-0.02646119230071431,-0.026817590866555212,ETH
ETH,2025-01-28 00:00:00,3173.5346079397173,382221069555.6103,41151086046.07612,-0.018173618978053918,-0.018340787662195275,ETH
ETH,2025-01-29 00:00:00,3076.4937692857234,370532757630.7433,19807794444.483303,-0.03057815673766784,-0.031055423059781068,ETH
ETH,2025-01-30 00:00:00,3114.4358854363104,375574817164.75665,22051422147.78046,0.012332908497778572,0.012257477735662803,ETH
ETH,2025-01-31 00:00:00,3248.249484352305,391509879851.78656,19504592311.356525,0.042965597571531955,0.04206819136298123,ETH
ETH,2025-02-01 00:00:00,3296.390634843652,396910231325.1062,31441846706.254246,0.014820644388079174,0.014711891843201087,ETH
ETH,2025-02-02 00:00:00,3125.0386801320924,376840076476.98303,18969060074.552986,-0.05198168957899829,-0.05338146212355721,ETH
ETH,2025-02-03 00:00:00,2862.6976188716285,344091054313.7205,38896518795.21238,-0.08394810052379098,-0.08768225709623485,ETH
ETH,2025-02-04 00:00:00,2877.8138239498767,346820394641.11206,96588727629.45805,0.005280405788791187,0.005266513329898062,ETH
ETH,2025-02-05 00:00:00,2740.3809762760143,329090090858.6241,52737830809.63367,-0.04775598981772633,-0.04893396381671836,ETH
ETH,2025-02-06 00:00:00,2790.5521609256075,335828291113.4543,30026391038.27177,0.018308105728340074,0.018142530223057285,ETH
ETH,2025-02-07 00:00:00,2686.662316793651,323756512126.7498,31349967107.97825,-0.03722913536133188,-0.03793983460435272,ETH
ETH,2025-02-08 00:00:00,2623.4507017824767,315636240722.9841,30948837988.08186,-0.0235279344992686,-0.023809135832668096,ETH
ETH,2025-02-09 00:00:00,2635.6011418023404,317758860998.56256,16335613332.591795,0.004631472591273944,0.004620780323345424,ETH
ETH,2025-02-10 00:00:00,2632.5358220552475,317369673472.60657,17155535243.908037,-0.0011630438682375122,-0.0011637207286203431,ETH
ETH,2025-02-11 00:00:00,2660.2967996436387,320711545303.1932,18843420567.42921,0.010545337068468719,0.010490122830814484,ETH
ETH,2025-02-12 00:00:00,2603.0333698049267,313943237177.0695,21212910085.211273,-0.021525203445864616,-0.021760249703957707,ETH
ETH,2025-02-13 00:00:00,2736.2703136032396,329492522913.44,26503660438.845695,0.05118526152751457,0.0499183480330191,ETH
ETH,2025-02-14 00:00:00,2675.7090007037627,322584072350.2765,18938191215.29619,-0.022132796090502893,-0.022381401490332364,ETH
ETH,2025-02-15 00:00:00,2724.6698335873957,328399065363.05505,17416785872.704834,0.01829826519653488,0.018132866566942133,ETH
ETH,2025-02-16 00:00:00,2692.8213863864253,324625278431.52954,8896321414.559013,-0.011688919812731124,-0.011757772302662657,ETH
ETH,2025-02-17 00:00:00,2659.9017474093457,320529173059.00665,8757895115.47748,-0.012224961946419866,-0.012300301438299783,ETH
ETH,2025-02-18 00:00:00,2741.9050800956124,330464530098.92377,24666373348.432693,0.03082945930846326,0.030363778460713434,ETH
ETH,2025-02-19 00:00:00,2669.4945006896073,321688672383.7524,24353300611.506603,-0.02640885708686902,-0.02676383460458468,ETH
ETH,2025-02-20 00:00:00,2714.8018364720533,327248168186.7616,13398586820.912325,0.0169722529005929,0.01682983341064121,ETH
ETH,2025-02-21 00:00:00,2741.5933625994785,330517520397.0965,14550027648.522171,0.009868685724126802,0.009820308266069932,ETH
ETH,2025-02-22 00:00:00,2658.3470942919384,320508273451.5576,31770375573.3895,-0.03036419238650656,-0.030834734054549028,ETH
ETH,2025-02-23 00:00:00,2764.355233404291,333381856893.82196,17576653979.14654,0.03987746345839316,0.03910288261383705,ETH
ETH,2025-02-24 00:00:00,2827.1844084879804,340712999974.1412,21394599890.269897,0.022728328951527432,0.022473888604129907,ETH
ETH,2025-02-25 00:00:00,2503.103420098605,301769340440.05,31014455208.756138,-0.11463029698961114,-0.12174997769017334,ETH
ETH,2025-02-26 00:00:00,2495.315451693047,301064649480.5458,42875934003.323944,-0.0031113250627299305,-0.00311617529760391,ETH
ETH,2025-02-27 00:00:00,2325.853934699374,280668025121.2334,28109120496.698666,-0.0679118613555233,-0.07032789940691948,ETH
ETH,2025-02-28 00:00:00,2305.3229378029837,277936135130.74036,89259450649.58,-0.00882729417788819,-0.008866485545420806,ETH
ETH,2025-03-01 00:00:00,2235.204208608959,269516471615.1616,32905594283.00643,-0.0304160115896166,-0.030888177406590524,ETH
ETH,2025-03-02 00:00:00,2212.8243514969954,266823935338.2421,16103021679.018568,-0.01001244406473778,-0.01006290569486296,ETH
ETH,2025-03-03 00:00:00,2517.3382391622977,303306117779.7704,37907412347.33495,0.1376132215190491,0.12893240229101088,ETH
ETH,2025-03-04 00:00:00,2148.199533470228,259111889993.75626,33501080617.480988,-0.14663850091710728,-0.15857202398358405,ETH
ETH,2025-03-05 00:00:00,2171.496943535016,261805780842.5489,35524086282.76523,0.01084508664199979,0.010786700446115512,ETH
ETH,2025-03-06 00:00:00,2241.3841149187283,270490243838.00568,22236307931.758247,0.03218386817986585,0.03167681803049962,ETH
ETH,2025-03-07 00:00:00,2202.3207363495417,265270135615.0983,19895800679.328133,-0.017428239233596488,-0.017581898957941444,ETH
ETH,2025-03-08 00:00:00,2140.7498089428914,257899503839.8083,21716710066.08888,-0.027957293590536336,-0.02835553885163298,ETH
ETH,2025-03-09 00:00:00,2199.9995000805707,265129957012.69815,11257666715.795546,0.027677074121490675,0.027300987451724074,ETH
ETH,2025-03-10 00:00:00,2017.265460184326,243298514477.01385,17577023963.685375,-0.08306094610001158,-0.08671427142078234,ETH
ETH,2025-03-11 00:00:00,1879.1231054991026,226713493940.29108,36577317615.21765,-0.06848000791755027,-0.07093762692448177,ETH
ETH,2025-03-12 00:00:00,1921.3099227587034,232024934655.6445,30046602111.893852,0.02245026796602323,0.022201970065928302,ETH
ETH,2025-03-13 00:00:00,1910.6551381032464,230443739229.907,24499314730.70381,-0.0055455835257220976,-0.005561017360235491,ETH
ETH,2025-03-14 00:00:00,1862.7949366490388,224658866951.8703,19212414462.181553,-0.025049105147106454,-0.02536817350605399,ETH
ETH,2025-03-15 00:00:00,1910.6662703455045,230476916425.01935,12949972214.265629,0.025698659983788064,0.02537399988968855,ETH
ETH,2025-03-16 00:00:00,1939.7856881721348,233970291611.3664,6944891086.050841,0.015240452128442383,0.015125483086408355,ETH
ETH,2025-03-17 00:00:00,1887.7643429692785,227688957214.28125,9486242392.181334,-0.026818088987900612,-0.027184255368303635,ETH
ETH,2025-03-18 00:00:00,1929.1833577618722,232725366276.39935,11251166846.249075,0.021940776107385096,0.021703541088103396,ETH
ETH,2025-03-19 00:00:00,1932.7964059050657,233152161415.72287,10887619567.393353,0.0018728381253430015,0.001871086550624099,ETH
ETH,2025-03-20 00:00:00,2060.728601068271,248434080718.19073,20374739988.65224,0.06619020750056648,0.06409174087791421,ETH
ETH,2025-03-21 00:00:00,1980.831780524645,238984217654.16632,14303790085.616615,-0.03877115137927811,-0.0395427624400356,ETH
ETH,2025-03-22 00:00:00,1964.5293833168294,236980043535.89395,9890112887.282015,-0.008230076560816202,-0.008264130614605774,ETH
ETH,2025-03-23 00:00:00,1979.5449257665966,238753335160.5841,6195605844.536302,0.0076433280037866425,0.007614265766500076,ETH
ETH,2025-03-24 00:00:00,2001.0470230951883,241404254258.0785,7991413702.677865,0.010862141620890275,0.010803572304367258,ETH
ETH,2025-03-25 00:00:00,2077.739325831977,250648654235.6259,15676451247.546822,0.03832608721916109,0.03760988494582725,ETH
ETH,2025-03-26 00:00:00,2068.598435049149,249404519198.06433,12563169733.005245,-0.004399440617589456,-0.004409146634287299,ETH
ETH,2025-03-27 00:00:00,2009.8835432902426,242347645799.6622,14024859854.906677,-0.028383900308573518,-0.02879451170381116,ETH
ETH,2025-03-28 00:00:00,2003.3034241292064,241580699763.4796,12136188059.422693,-0.0032738808091659077,-0.003279251682545485,ETH
ETH,2025-03-29 00:00:00,1896.9173600459985,228784244898.24844,18419487648.39739,-0.05310531734824531,-0.054567403541500074,ETH
ETH,2025-03-30 00:00:00,1829.2745211803463,220262156018.88525,12924117064.878807,-0.035659349368815985,-0.03631067476873048,ETH
ETH,2025-03-31 00:00:00,1805.3378779435934,217784813538.97607,10056531345.160347,-0.013085320415061386,-0.013171687474694969,ETH
ETH,2025-04-01 00:00:00,1824.2071367609847,219908040559.44638,17022367813.88877,0.010451926505239406,0.010397682761765946,ETH
ETH,2025-04-02 00:00:00,1907.1671522994227,230031614721.63394,15899367803.5509,0.04547730017422236,0.04447352771801008,ETH
ETH,2025-04-03 00:00:00,1795.761850567479,216667567217.00522,23450470660.978283,-0.058414020814916534,-0.060189613562095415,ETH
ETH,2025-04-04 00:00:00,1818.2844199542053,219762279056.2319,16999031833.158594,0.012542069194536598,0.01246406895715176,ETH
ETH,2025-04-05 00:00:00,1814.4807753449506,218925876283.93597,19459233591.298603,-0.002091886487896377,-0.002094077538588319,ETH
ETH,2025-04-06 00:00:00,1809.935827172196,217957146409.9286,6780827627.545529,-0.00250482024087062,-0.0025079625514690413,ETH
ETH,2025-04-07 00:00:00,1574.6321611455576,190295586491.21872,23485484227.161697,-0.13000663476244445,-0.13926969352631624,ETH
ETH,2025-04-08 00:00:00,1555.909812570873,188565143892.71408,49416724296.56089,-0.011889982331533155,-0.011961233518203995,ETH
ETH,2025-04-09 00:00:00,1471.3608854365523,177496121145.5316,22451028357.384758,-0.05434050640417154,-0.055872718070203574,ETH
ETH,2025-04-10 00:00:00,1662.5331604641576,200623016236.85327,41589589714.84994,0.12992888211166798,0.12215469455931982,ETH
ETH,2025-04-11 00:00:00,1523.928624242526,183947227079.42554,20486375929.10568,-0.08336948670722155,-0.08705081781165046,ETH
ETH,2025-04-12 00:00:00,1568.131690125936,189185664203.6754,14195085224.783228,0.029005994887314035,0.028593282770135287,ETH
ETH,2025-04-13 00:00:00,1645.8625733156498,198696438258.60336,11756571644.476357,0.04956910422712735,0.04837970301523152,ETH
ETH,2025-04-14 00:00:00,1595.4227460001084,192382635779.77805,13775001676.60885,-0.030646439218754762,-0.031125861833630523,ETH
ETH,2025-04-15 00:00:00,1621.543195596693,195686083638.74744,15415724739.820591,0.016372118087241372,0.016239540060099516,ETH
ETH,2025-04-16 00:00:00,1587.8222244021401,191837036865.40186,11786525215.180002,-0.02079560463521557,-0.021014878503773482,ETH
ETH,2025-04-17 00:00:00,1577.7073516760117,190419833063.11868,13120084885.866234,-0.006370280356755242,-0.006390657176130871,ETH
ETH,2025-04-18 00:00:00,1583.4764497002345,191135638825.23685,9437178720.867388,0.0036566337971957186,0.003649964564848112,ETH
ETH,2025-04-19 00:00:00,1589.1516208270755,191865697060.91525,5254078676.877919,0.0035839946517142174,0.003577587447243291,ETH
ETH,2025-04-20 00:00:00,1615.0502549158562,194945047366.35382,5148626529.402773,0.016297144809443553,0.016165771760258175,ETH
ETH,2025-04-21 00:00:00,1585.4600253443446,191374869502.39386,6695768150.024456,-0.018321553451012162,-0.018491471756434216,ETH
ETH,2025-04-22 00:00:00,1577.4465595922347,190376888818.46906,15275062279.387148,-0.005054347396976744,-0.005067163814772198,ETH
ETH,2025-04-23 00:00:00,1759.7064599311093,212582611840.14056,24271980430.95098,0.1155410934402672,0.10933957279576051,ETH
ETH,2025-04-24 00:00:00,1793.969849485534,216572719914.54987,22099177230.61867,0.019471082441651077,0.019283946178550334,ETH
ETH,2025-04-25 00:00:00,1769.3925107354407,213593284213.58224,12923295609.972548,-0.013699973138980859,-0.013794683788062909,ETH
ETH,2025-04-26 00:00:00,1788.7981804331257,215954892518.00418,15656748328.784924,0.010967419371306741,0.01090771337792041,ETH
ETH,2025-04-27 00:00:00,1821.2695303291391,219830529458.7114,10293614895.776522,0.018152606734064936,0.017989815276360056,ETH
ETH,2025-04-28 00:00:00,1793.6918440730135,216533502206.27112,9632458065.106846,-0.015142012643862612,-0.015257823477258878,ETH
ETH,2025-04-29 00:00:00,1799.50191449199,217264115049.6792,16777384305.88931,0.0032391686666664032,0.0032339338610735697,ETH
ETH,2025-04-30 00:00:00,1796.9720456768928,216596941729.71945,13994558644.11867,-0.0014058716996760978,-0.0014068608644953193,ETH
ETH,2025-05-01 00:00:00,1794.0495408617828,216623334477.08453,13644627083.285889,-0.0016263496263845267,-0.001627673568594809,ETH
ETH,2025-05-02 00:00:00,1838.8543285925753,221969602979.55032,14310565589.052694,0.0249741084124524,0.02466735218591788,ETH
ETH,2025-05-03 00:00:00,1841.427590836958,222269022299.2824,11686301446.49476,0.0013993834119270243,0.0013984051874612851,ETH
ETH,2025-05-04 00:00:00,1834.501911876416,221494950784.02625,6704990478.824657,-0.003761037900705144,-0.0037681283877273363,ETH
ETH,2025-05-05 00:00:00,1808.156093844096,218216268630.8664,7479845748.828526,-0.01436129221875393,-0.014465413657047215,ETH
ETH,2025-05-06 00:00:00,1820.0044598893596,219769896301.20087,10545233503.347864,0.006552734072905464,0.006531358240274442,ETH
ETH,2025-05-07 00:00:00,1816.1686943818438,219305875804.55966,11950393736.527246,-0.0021075583011203047,-0.002109782327509568,ETH
ETH,2025-05-08 00:00:00,1810.3169269284476,218569578701.42172,47111217119.49919,-0.003222039599899529,-0.003227241546415036,ETH
ETH,2025-05-09 00:00:00,2197.5611893238784,264994998215.9445,35992825075.05399,0.21390965119707817,0.1938462674601431,ETH
ETH,2025-05-10 00:00:00,2341.407963002621,282636716534.08844,44566779461.54657,0.06545746001411668,0.06340424685488451,ETH
ETH,2025-05-11 00:00:00,2583.6829051429513,312095621694.1442,29947910159.02891,0.10347404039304497,0.09846342164686339,ETH
ETH,2025-05-12 00:00:00,2507.4693107597423,302727255563.5134,26138286410.23315,-0.029498044915458488,-0.0299418618624361,ETH
ETH,2025-05-13 00:00:00,2492.426391077375,300976824863.0343,31524626114.978752,-0.00599924378648109,-0.00601731154766437,ETH
ETH,2025-05-14 00:00:00,2676.639163127913,322977150438.36176,32279895881.637806,0.0739090120013175,0.07130527369086517,ETH
ETH,2025-05-15 00:00:00,2603.7180887199615,314022060127.0501,28150234190.931705,-0.027243520685371725,-0.027621506317628722,ETH
ETH,2025-05-16 00:00:00,2542.296692466797,306933361055.9317,26211434557.7159,-0.023589879610722564,-0.023872575513691673,ETH
ETH,2025-05-17 00:00:00,2544.3870377235667,307619694635.7725,21130441534.96637,0.0008222271078601739,0.0008218892643284472,ETH
ETH,2025-05-18 00:00:00,2475.0543933696913,298789831687.0011,17185510890.702347,-0.027249252305540095,-0.0276273984778724,ETH
ETH,2025-05-19 00:00:00,2465.3409856139087,296863390804.2497,24797434472.364086,-0.003924522944547593,-0.003932244092554281,ETH
ETH,2025-05-20 00:00:00,2526.989643891319,305077067863.0779,25363871274.82505,0.02500613855736411,0.024698601408891283,ETH
ETH,2025-05-21 00:00:00,2524.2743433146065,304737250158.37354,22871462735.416794,-0.0010745198672563738,-0.0010750975776068488,ETH
ETH,2025-05-22 00:00:00,2558.9502343769486,308934701949.7151,32697477527.54695,0.013736974015593484,0.013643477058489653,ETH
ETH,2025-05-23 00:00:00,2657.1674447566115,320733890913.39886,29592612076.505535,0.038381836840831296,0.0376635753286083,ETH
ETH,2025-05-24 00:00:00,2519.813809045145,304038733414.03973,30047329191.503662,-0.05169175016896532,-0.05307567152992261,ETH
ETH,2025-05-25 00:00:00,2529.4429842284353,305369227833.4215,10744994421.192684,0.003821383607283124,0.0038141006689836757,ETH
ETH,2025-05-26 00:00:00,2546.6201163370915,307423642894.0653,13814697849.726278,0.006790875388676065,0.006767921254915404,ETH
ETH,2025-05-27 00:00:00,2562.1729286392238,309319360637.78375,13350148034.293623,0.006107236883254652,0.006088663295916965,ETH
ETH,2025-05-28 00:00:00,2662.0940568241435,321357595434.52185,26434151855.253853,0.03899858868542028,0.03825735377682254,ETH
ETH,2025-05-29 00:00:00,2676.2674124507,323119009777.13904,18008588586.284103,0.005324137811819174,0.00531001469686162,ETH
ETH,2025-05-30 00:00:00,2633.1392065286695,317891224562.8813,27021441335.5195,-0.01611505850326711,-0.016246318139894675,ETH
ETH,2025-05-31 00:00:00,2524.4762348050726,304659964725.2192,22927149330.30469,-0.04126746183953178,-0.04214313959772571,ETH
ETH,2025-06-01 00:00:00,2532.3627853090866,305718505778.76434,13006751258.18768,0.003124034362170569,0.0031191647061684117,ETH
ETH,2025-06-02 00:00:00,2538.3300584367485,306561765778.2403,11338340571.11249,0.0023564053153362075,0.0023536333460658586,ETH
ETH,2025-06-03 00:00:00,2609.737253959435,314999579353.95825,15623967732.418657,0.02813156440603448,0.027743139783833828,ETH
ETH,2025-06-04 00:00:00,2595.4689570062997,313315832347.0171,15955008730.338179,-0.005467330832438222,-0.005482331385963317,ETH
ETH,2025-06-05 00:00:00,2610.343189828259,315159803382.89014,16809606446.176416,0.005730845973636933,0.00571448714604043,ETH
ETH,2025-06-06 00:00:00,2421.601103763502,292341916400.9464,25849573159.64817,-0.07230546803203086,-0.07505276852162387,ETH
ETH,2025-06-07 00:00:00,2481.4039836690267,299560106673.7574,18395107930.47655,0.02469559491552209,0.024395587912686683,ETH
ETH,2025-06-08 00:00:00,2526.291995889778,304953508465.0457,9535426814.691927,0.018089763906310452,0.017928090966247923,ETH
ETH,2025-06-09 00:00:00,2508.784123584585,302870081038.261,10206893115.537256,-0.0069302647254069205,-0.006954390540123635,ETH
ETH,2025-06-10 00:00:00,2685.0001850413178,324315565109.11993,19485734665.28548,0.070239627156502,0.06788257401417279,ETH
ETH,2025-06-11 00:00:00,2808.503208314919,339012253954.4242,38281210143.95115,0.04599739842166928,0.04497087847106193,ETH
ETH,2025-06-12 00:00:00,2776.1371915822333,334990282503.402,27369030837.548595,-0.011524294021406867,-0.011591213326391727,ETH
ETH,2025-06-13 00:00:00,2653.158968452672,320595535562.5316,26068993569.969894,-0.044298323405073115,-0.04530946840064213,ETH
ETH,2025-06-14 00:00:00,2577.04861752583,311111352117.7261,38576471746.00814,-0.02868669078326269,-0.02910619618987862,ETH
ETH,2025-06-15 00:00:00,2534.0702195359518,306048481935.1591,12077031034.291521,-0.01667737181890694,-0.016818004971139226,ETH
ETH,2025-06-16 00:00:00,2547.8456040920437,307537228689.2678,11678912429.510712,0.005436070575271845,0.005421348473113414,ETH
ETH,2025-06-17 00:00:00,2561.329843569428,309982828015.90594,24222149649.172424,0.005292408400150883,0.005278452824230358,ETH
ETH,2025-06-18 00:00:00,2514.986700576147,303697873489.69434,25926506708.040215,-0.018093391255183944,-0.018259078261444066,ETH
ETH,2025-06-19 00:00:00,2521.3334233964915,304290652058.44,17800721253.243202,0.0025235611857870044,0.0025203823521221477,ETH
ETH,2025-06-20 00:00:00,2522.1791903642184,304481216643.1207,10392473841.155851,0.00033544431683596443,0.0003353880679696724,ETH
ETH,2025-06-21 00:00:00,2405.695434213183,290401843920.2328,20482816663.29469,-0.04618377496573289,-0.047284262323017134,ETH
ETH,2025-06-22 00:00:00,2270.581996055585,273839538572.25955,16155611764.84833,-0.05616398328568506,-0.057802839033875564,ETH
ETH,2025-06-23 00:00:00,2227.4287266371684,268777741291.43988,28181442532.315876,-0.019005378133615802,-0.01918830172906563,ETH
ETH,2025-06-24 00:00:00,2423.899644268608,292612668627.3885,25494295400.420887,0.08820525446309513,0.08452978364017989,ETH
ETH,2025-06-25 00:00:00,2446.539301545049,295402538889.65454,19669025068.963604,0.009340179297428142,0.009296829543365432,ETH
ETH,2025-06-26 00:00:00,2417.2267855277296,291827501114.87933,15513055665.262428,-0.011981216078894796,-0.012053569349100316,ETH
ETH,2025-06-27 00:00:00,2415.031864876594,291547094716.2168,16271811388.723804,-0.0009080325703308967,-0.0009084450816399955,ETH
ETH,2025-06-28 00:00:00,2423.0302896731746,292419308271.8665,13100825617.816572,0.0033119334419171587,0.003306461069781274,ETH
ETH,2025-06-29 00:00:00,2437.133001780241,294208600645.2538,5787313890.541637,0.005820278915691368,0.0058034065287066615,ETH
ETH,2025-06-30 00:00:00,2502.6672721177083,302158279316.21674,10236257918.833096,0.026889903131916304,0.026534722796635483,ETH
ETH,2025-07-01 00:00:00,2488.190781689803,300388851494.49866,16306915984.938057,-0.005784424717256043,-0.005801219297884576,ETH
ETH,2025-07-02 00:00:00,2405.1045592800183,290294455719.4809,12933967031.524443,-0.033392223386246256,-0.033962474275817944,ETH
ETH,2025-07-03 00:00:00,2574.067718495133,310930535640.4307,21862573614.17975,0.0702518975997013,0.06789403908474888,ETH
ETH,2025-07-04 00:00:00,2590.132231590221,312621047413.045,19823369642.62606,0.00624090538864297,0.006221511586704262,ETH
ETH,2025-07-05 00:00:00,2509.236345783362,302827514359.61035,16377116416.187033,-0.031232338187302755,-0.03173046693218226,ETH
ETH,2025-07-06 00:00:00,2517.37917835065,304028836772.5733,6801276942.284494,0.003245143719112553,0.003239889604070696,ETH
ETH,2025-07-07 00:00:00,2571.358192115984,310345645222.7514,9051659015.949968,0.021442543987632456,0.02121588698549181,ETH
ETH,2025-07-08 00:00:00,2543.6317028067488,307013209348.5054,15947822897.049152,-0.01078281874312459,-0.010841374645361269,ETH
ETH,2025-07-09 00:00:00,2615.7759888945047,315738597830.34283,14750377128.581295,0.0283627091171057,0.027967934683601373,ETH
