date,price,market_cap,volume,returns,log_returns,symbol
2024-09-29 00:00:00,65934.10709441357,1303217687717.8518,15342911002.84781,,,BTC
2024-09-30 00:00:00,65663.68986662335,1297825615076.3352,12948707838.938381,-0.004101325394503363,-0.004109758896421214,BTC
2024-10-01 00:00:00,63243.27532464382,1249577803402.1707,35124446789.27111,-0.0368607756721544,-0.0375573040845952,BTC
2024-10-02 00:00:00,60872.668543725544,1202927109017.5488,54251488433.95029,-0.03748393435901842,-0.03820452138445476,BTC
2024-10-03 00:00:00,60655.55979196848,1198652098493.4897,41870731291.86736,-0.003566604799017714,-0.0035729802976841754,BTC
2024-10-04 00:00:00,60727.86395169296,1200491237695.5154,37711138441.76231,0.001192045048672652,0.0011913351270899503,BTC
2024-10-05 00:00:00,62103.01047283253,1226663492771.043,30349059838.684578,0.02264440788224431,0.022391829165457497,BTC
2024-10-06 00:00:00,62091.932585194016,1226761949791.163,11095453162.990673,-0.0001783792372410664,-0.0001783951487094176,BTC
2024-10-07 00:00:00,62811.79972811266,1241834324867.657,14592422860.685436,0.011593569614392951,0.011526879144984828,BTC
2024-10-08 00:00:00,62287.39010510681,1231091696620.0955,33878876147.30253,-0.008348902997140861,-0.008383950295089286,BTC
2024-10-09 00:00:00,62185.230423727575,1229717180592.4397,28626429276.55382,-0.0016401342423698617,-0.0016414807350235694,BTC
2024-10-10 00:00:00,60597.15045618275,1197736450280.4102,28530748117.898792,-0.025537896325601883,-0.02586964875948466,BTC
2024-10-11 00:00:00,60195.18073772453,1189691671375.1472,29481971885.649742,-0.006633475591379279,-0.0066555748748443975,BTC
2024-10-12 00:00:00,62392.34048293159,1233357176570.333,32008659336.482643,0.03650059221153068,0.03585022425053418,BTC
2024-10-13 00:00:00,63207.77062127557,1249002272717.2275,17665963646.417107,0.013069394929447364,0.012984727292832468,BTC
2024-10-14 00:00:00,62829.533686088886,1241241970951.0295,16784552979.060463,-0.005984025879554933,-0.006002001910985509,BTC
2024-10-15 00:00:00,66049.99492708022,1306085613997.8015,46553796134.14602,0.05125712466817767,0.04998670961206919,BTC
2024-10-16 00:00:00,66962.21994496793,1323774576161.621,51797932876.82809,0.013811129264957867,0.01371662476756493,BTC
2024-10-17 00:00:00,67647.54414766871,1337304399194.887,40640495380.19594,0.010234490482304848,0.010182472700525535,BTC
